customer_tweet_id,customer_text,customer_created_at,support_tweet_id,support_text,support_created_at
1718241,@520039 @AppleSupport @115858 using lowercase i’s is a temporary fix :(,Mon Nov 06 23:52:29 +0000 2017,1718239,@520253 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 00:39:00 +0000 2017
1720797,@AppleSupport Why do I keep seeing boxes with question marks in them when I have already updated to the newest iOS?,Fri Nov 03 14:15:30 +0000 2017,1720796,@520796 We'd love to help. Send us a DM including which iOS version you're using and we'll continue together from there. https://t.co/GDrqU22YpT,Fri Nov 03 19:20:37 +0000 2017
1721773,Hey @115858  updated my phone now battery’s absolutely gash!! Wft sort it aht having to charge the fucker at work! It’s an iPhone 7 👊🏻,Tue Oct 17 18:27:52 +0000 2017,1721772,"@521017 Hey, we can work together on the battery life. DM us the exact iOS version and we'll take a look. https://t.co/GDrqU22YpT",Tue Oct 17 18:41:00 +0000 2017
1721817,"@AppleSupport Already done that on all of my machines. iOS and Sierra is fine. High Sierra is not. Was working yesterday, no reason it won't work today.",Tue Oct 17 18:36:24 +0000 2017,1721819,@521027 Thanks.  Let's see if it works in safe mode. https://t.co/PQ4LSYhUTY,Tue Oct 17 18:50:00 +0000 2017
1724400,@AppleSupport Thanks guys! Have a great one!,Thu Nov 09 15:26:44 +0000 2017,1724402,@521563 We're glad to be of help. Let us know if you need anything else. Have a fantastic day!,Thu Nov 09 15:32:06 +0000 2017
1724843,@AppleSupport @115858 I️ need y’all to do something about this.. how can I️ fix it.,Tue Nov 07 02:43:18 +0000 2017,1724841,@521683 We're here to help! Please DM us. https://t.co/GDrqU22YpT,Tue Nov 07 04:38:00 +0000 2017
1725068,"@AppleSupport I don’t usually take photos inside of apps. But yes, Messenger is also having problems sending snapshots that are in focus.",Tue Oct 17 19:08:51 +0000 2017,1725070,@521750 Have you updated to 11.0.3? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,Tue Oct 17 19:42:33 +0000 2017
1725211,Hey @AppleSupport can we get that bug fix released? Id like the random symbols that are appearing go away whenever I️ type ‘I️’ 🙄,Tue Nov 07 02:55:34 +0000 2017,1725209,@521787  Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 04:57:30 +0000 2017
1725230,"I️ wish I could properly express how upset I am at @AppleSupport about this I️ os update but, y’know: I️",Tue Nov 07 02:53:05 +0000 2017,1725228,@521794 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 04:52:30 +0000 2017
1725693,Hey @AppleSupport can you please explain what this is? https://t.co/pqzexJSty4,Tue Nov 07 03:06:52 +0000 2017,1725692,@521918 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 05:07:56 +0000 2017
1725716,@AppleSupport when are you going to fix the “i” problem???,Tue Nov 07 02:54:02 +0000 2017,1725714,@521927 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 05:05:00 +0000 2017
1725729,@115858 fix this stupid glitch pls,Tue Nov 07 03:00:24 +0000 2017,1725728,@521931 We're here to help. DM us and tell us what issue you're currently having. https://t.co/GDrqU22YpT,Tue Nov 07 05:04:29 +0000 2017
1725731,@AppleSupport @366846 THANK YOU!!!,Tue Nov 07 06:36:04 +0000 2017,1725733,@521932 You're very welcome.,Tue Nov 07 14:55:34 +0000 2017
1725762,Omg @115858 FIX THE DAMN “eye” button,Tue Nov 07 02:57:24 +0000 2017,1725761,@521943 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 05:01:00 +0000 2017
1726162,"@115858 when do I️ get the software update that fixes all the bugs from the last one? The keyboard is bad news for sure, not to mention I️",Tue Nov 07 03:23:44 +0000 2017,1726161,@522051 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 05:29:00 +0000 2017
1726237,@115858 @AppleSupport help us https://t.co/DdgtkM4EFW,Tue Nov 07 03:15:31 +0000 2017,1726236,@522079 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 05:24:31 +0000 2017
1726261,"I️ swear to the thousands I️ have spent on @115858 if y’all don’t fix this “I️” glitch, I️ WILL SCRAM",Tue Nov 07 03:16:25 +0000 2017,1726260,@522088 We can help. Please DM us. https://t.co/GDrqU22YpT,Tue Nov 07 05:22:30 +0000 2017
1726270,"@115858 swear y’all slick-mysteriously my 7 is acting up Closing apps it never did before,message keyboard a mess Im not buying a 8 so fix it",Tue Nov 07 03:15:02 +0000 2017,1726269,@275658 Thank you for reaching out. We'd like to take a look at this with you. Let's take a look at this in DM. https://t.co/GDrqU22YpT,Tue Nov 07 05:20:33 +0000 2017
1726592,Hey @115858 figure out this “I️” problem please,Tue Nov 07 03:29:37 +0000 2017,1726590,@522184 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 05:39:00 +0000 2017
1726596,Yoooo @AppleSupport how come I’m getting all these weird question marks in boxes instead of i’s,Tue Nov 07 03:28:45 +0000 2017,1726594,@522185 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 05:38:28 +0000 2017
1726599,@AppleSupport what the hell is going on???? I️,Tue Nov 07 03:29:19 +0000 2017,1726597,@522186 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 05:38:28 +0000 2017
1727695,@115858 @AppleSupport Very poor battery life of my new iPhone 7. I think there is a problem with my battery.,Tue Oct 17 18:56:29 +0000 2017,1727693,@522465 Let's check into this together. DM us which iOS version you're using and we'll work from there: https://t.co/GDrqU22YpT,Tue Oct 17 19:14:15 +0000 2017
1733050,.@115858 fix this! I️ problem!,Tue Nov 07 03:33:10 +0000 2017,1733049,@190843 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,Tue Nov 07 13:05:00 +0000 2017
1733774,@AppleSupport what the fuck is THIS “ I️ “,Tue Nov 07 03:45:28 +0000 2017,1733773,@523593 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 13:27:33 +0000 2017
1733778,@AppleSupport Thanks,Tue Nov 07 14:59:57 +0000 2017,1733780,@523595 Our pleasure. Have a great rest of your day!,Tue Nov 07 17:48:00 +0000 2017
1733796,"@AppleSupport I’m stuck with my iPhone the white screen with logo won’t go, I did a hard restart already and iTunes restore, nothing works",Tue Nov 07 03:48:17 +0000 2017,1733795,@523598 We can work together to figure this out. We've received your DM and we'll continue there.,Tue Nov 07 13:25:00 +0000 2017
1733839,Look @115858 you are messing around with my autocorrect..  what is it with A ? And the box?  You know what I️ am talking about! #FixIt,Tue Nov 07 03:39:11 +0000 2017,1733838,@523612 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:15:02 +0000 2017
1734351,@115858 @AppleSupport PLEASE FIX THE “I” GLITCH. it’s really annoying. If even tried the trick the make it stop and it didn’t help,Tue Nov 07 04:12:28 +0000 2017,1734349,@523732 Thanks for bringing this to our attention. Click here to hop in DM with us. We'll continue there: https://t.co/GDrqU22YpT,Tue Nov 07 13:44:33 +0000 2017
1734354,Umm yeah @AppleSupport can y’all fix this i issue please... its been 3 days now. And im tired of my i’s being typed as A’s.....,Tue Nov 07 04:02:51 +0000 2017,1734353,@523733 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:44:00 +0000 2017
1734356,I️ don’t know what this little shit is with keyboard and the letters but ima need it to STOP. NEEEEOOOWW. @AppleSupport,Tue Nov 07 03:58:19 +0000 2017,1734355,@523734 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:43:31 +0000 2017
1734421,@AppleSupport can you change the uppercase i changing to I️ already thankssssss its a huge inconvenience,Tue Nov 07 04:06:56 +0000 2017,1734420,@523759 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:38:00 +0000 2017
1734448,My MacBook crashed as I was finishing my lab report. And now it won’t turn on.  @115858 must not want me to graduate. 😫👩🏽‍🎓,Tue Nov 07 03:55:27 +0000 2017,1734447,@523769 We're here for you. Let us know if this helps: https://t.co/RqWW0duJ0U,Tue Nov 07 13:36:32 +0000 2017
1734479,Yo @115858 fix I️ this,Tue Nov 07 03:36:47 +0000 2017,1734478,@523783 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:33:31 +0000 2017
1734951,@AppleSupport all my contacts are gone after the update 😭,Tue Nov 07 04:21:37 +0000 2017,1734950,"@523897 Thanks for reaching out. We want to help. Please send us a DM, and we'll look into this together. https://t.co/GDrqU22YpT",Tue Nov 07 13:58:02 +0000 2017
1734974,@AppleSupport  ok it’s been long enough someone fix the I️ issue,Tue Nov 07 04:25:21 +0000 2017,1734973,@523906 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:56:37 +0000 2017
1734984,What is wrong with the capital letter “I️” @115858?!?,Tue Nov 07 04:33:54 +0000 2017,1734982,@523910 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:56:09 +0000 2017
1735045,Also what’s the fucking deal with all the question marks and shit @115858 https://t.co/NT4j34NaYR,Tue Nov 07 04:21:05 +0000 2017,1735044,@523933 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:52:00 +0000 2017
1735099,@AppleSupport Need To Fix This Technical “I” Problem Stuff Before I️ switch Back Over To @125607,Tue Nov 07 04:01:27 +0000 2017,1735098,@523952 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:46:34 +0000 2017
1735101,"I️ want to tell @AppleSupport @115858 that I️ look really bad on my posts, because of your new IOS bug. Fix it please. I️ mean it...",Tue Nov 07 11:54:35 +0000 2017,1735100,@523953 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 13:46:00 +0000 2017
1735839,@AppleSupport Yes I did. I even tried it with my mobile data. But still didn't work. As of now I restarted my phone. Now they got updated.,Tue Oct 17 21:23:24 +0000 2017,1735840,"@524087 Alright, good to know. If you start having issues again, feel free to reach out to us.",Tue Oct 17 21:40:41 +0000 2017
1735935,@AppleSupport I’ve only notice it happen with earpods I’m on 11.1,Tue Nov 07 21:07:04 +0000 2017,1735936,"@524110 Let us know via DM which country you are in, then we can dig in to this further from there. https://t.co/GDrqU22YpT",Tue Nov 07 22:00:21 +0000 2017
1736085,@AppleSupport when are you going to fix the letter i️ ????,Tue Nov 07 04:39:23 +0000 2017,1736084,@524163 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:03:35 +0000 2017
1736098,So is @115858 not going to fix this I️ problem,Tue Nov 07 04:39:49 +0000 2017,1736097,@524166 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:02:32 +0000 2017
1738764,"@AppleSupport Try 2 open watsapp from lock screen , watsapp format gets distorted ..try2 switch off the fone from top button during this ,it doesn’t works",Wed Nov 08 12:26:02 +0000 2017,1738767,@524795 Thanks for letting us know. We’d like to confirm what apps hang up the most via DM. We’ll look into this further there. https://t.co/GDrqU22YpT,Wed Nov 08 16:17:01 +0000 2017
1738792,@AppleSupport FIX IT https://t.co/Mlen14P9rm,Tue Nov 07 13:57:30 +0000 2017,1738791,@524804 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 16:40:01 +0000 2017
1738808,"@AppleSupport I’m sorry but battery life in iOS 11.1 is really bad, my iPhone 6s doesn’t last as much as it did before the update to iOS 11.",Tue Nov 07 13:45:58 +0000 2017,1738807,@524812 We know how important battery life is. Let us know if this helps: https://t.co/bivpdfBNJ6,Tue Nov 07 16:37:00 +0000 2017
1738824,Hi there. My friends phone has been like this for 4 hours. We have tried charging it but it still won’t turn on. Help? @AppleSupport https://t.co/NPvbruT1kT,Tue Nov 07 13:37:18 +0000 2017,1738823,@262089 We're here for you. Check out this article for help with your friends iPhone: https://t.co/8MvHMFZ83h,Tue Nov 07 16:35:33 +0000 2017
1740798,"@AppleSupport atualizei o software do meu iPhone 5 s, deu erro, e a tela está assim há mais de 1 hora. O que eu faço?! 😐 https://t.co/4twHzFUoMF",Sat Oct 28 23:28:47 +0000 2017,1740796,"@525215 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Sat Oct 28 23:36:52 +0000 2017
1740858,Y’all I’m so over this I️ situation... @115858 WHEN ARE YOU FIXING THIS?!?!,Tue Nov 07 14:38:28 +0000 2017,1740857,@525231 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,Tue Nov 07 17:12:00 +0000 2017
1740880,"@AppleSupport 
And still not working*",Tue Nov 07 17:33:36 +0000 2017,1740882,"@525240 OK, if you’ve followed those steps and your iPhone still won’t turn on, DM us which country you are located in to continue. https://t.co/GDrqU22YpT",Tue Nov 07 20:05:00 +0000 2017
1740900,We need a update just to get back “l” @AppleSupport,Tue Nov 07 14:32:40 +0000 2017,1740897,@525246 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 17:04:07 +0000 2017
1741585,@AppleSupport How do I stop notifications on the ‘memories’ feature of photos?!,Tue Nov 07 14:47:33 +0000 2017,1741583,@525412 We'd love to help out. Could you Direct Message us so we can look into this further with you? https://t.co/GDrqU22YpT,Tue Nov 07 17:27:33 +0000 2017
1741627,@AppleSupport when y’all gonna fix this “I️” shit?!?!,Tue Nov 07 14:47:59 +0000 2017,1741626,@525422 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 17:16:28 +0000 2017
1742502,@115858 so yall niggas telling me I’m never gonna be able to type   I️,Tue Nov 07 05:24:35 +0000 2017,1742501,@525627 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:23:39 +0000 2017
1742521,@115858 Don’t update your phone if you don’t want this to happen! I️ hate it so much!,Tue Nov 07 05:19:36 +0000 2017,1742520,@525633 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:21:47 +0000 2017
1742532,"Why did you take away battery %  display options @115858 @116333

It was a useful indicator",Tue Nov 07 14:04:11 +0000 2017,1742530,"@525637 It might just be in a different location, depending on which iPhone you have. Here's some great info: https://t.co/SFmjLOFDei",Tue Nov 07 14:21:06 +0000 2017
1742560,Hey @115858 wtf is up with this question mark,Tue Nov 07 05:09:41 +0000 2017,1742559,@525646 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:19:01 +0000 2017
1742562,"I️ 

I don’t know what y’all have going on, but ⬆️ is extremely annoying @115858",Tue Nov 07 04:51:58 +0000 2017,1742561,@525647 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:19:00 +0000 2017
1742574,@AppleSupport why is my iPhone auto correcting “I️” into an A with a question mark in a box? #iphone #imissmyblackberry,Tue Nov 07 11:52:18 +0000 2017,1742572,@525650 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:18:35 +0000 2017
1742597,@AppleSupport WTF APPLE WHY EVERY TIME I TYPE I ITS A QUESTION MARK 😑😑😑,Tue Nov 07 07:35:02 +0000 2017,1742596,@525659 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:16:00 +0000 2017
1743505,@AppleSupport  when you gonna fix this “I️” issue?!???,Tue Nov 07 09:08:15 +0000 2017,1743504,@525873 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:43:30 +0000 2017
1743514,Ugh @115858 whats going on with you? 4yrs &amp; never an issue w/iOS. I update to iOS11.1 &amp; my phone keeps rebooting. Black screen w/spinning :/,Tue Nov 07 05:50:17 +0000 2017,1743513,@525876 We'd like to look into this with you. Can you tell us when you updated and if this started immediately after updating?,Tue Nov 07 14:42:08 +0000 2017
1743563,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ I️ I️ I️ BEYOND ANNOYED WITH THIS CRAP @115858,Tue Nov 07 06:00:10 +0000 2017,1743562,@525890 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:38:29 +0000 2017
1743570,Keep getting this annoying pop up every time I unlock my phone. @AppleSupport #iOS https://t.co/L1AK10Lk8R,Tue Nov 07 05:55:10 +0000 2017,1743569,@525892 Meet up with us in DM. We'd like to provide you more assistance with this issue. https://t.co/GDrqU22YpT,Tue Nov 07 14:38:00 +0000 2017
1743572,@AppleSupport are you going to fix this glitch soon or am I going to lose my mind..... UGH,Tue Nov 07 05:43:55 +0000 2017,1743571,@525893 Hello. We are here to help. May we know what issue you are having?,Tue Nov 07 14:38:00 +0000 2017
1743574,@AppleSupport when will y’all fix this? I️,Tue Nov 07 05:56:28 +0000 2017,1743573,@525894 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:37:30 +0000 2017
1743608,@115858 can y’all fix this new update please im tired of having to fix everything i type. TIA.,Tue Nov 07 14:21:17 +0000 2017,1743607,@525908 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:34:27 +0000 2017
1743644,@AppleSupport what’s up with I️ being weird?,Tue Nov 07 05:42:43 +0000 2017,1743643,@525919 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:30:39 +0000 2017
1744796,@526142 @115858 do you know how to temporarily fix it??,Tue Nov 07 06:54:46 +0000 2017,1744795,@526141 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:57:27 +0000 2017
1744820,"Installed High Sierra on MBPtb and now control strips on the touchbar is fucked up. Seriously, well DONE @115858. https://t.co/LotTrBAkfE",Mon Nov 06 17:14:39 +0000 2017,1744819,"@526148 We'd like to help. Use this: https://t.co/hisvcvkqxd Go to ""Customize your Touch Bar."" can you rearrange the Control Strip?",Mon Nov 06 20:18:31 +0000 2017
1578363,@486096 @115858 Seriously! It’s an iPhone glitch that’s driving me batshit crazy!,Tue Nov 07 06:39:39 +0000 2017,1744857,@526162 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:52:00 +0000 2017
1744879,Had no clue what this was when I️ first saw it but it’s really starting to piss me off now @115858 fix it https://t.co/H40rd6hqo6,Tue Nov 07 06:21:50 +0000 2017,1744878,@526171 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:50:32 +0000 2017
1744910,@AppleSupport my iPhone 7 256GB got missed up after updating to 11.1 the lock screen freezes &amp; won’t unlock &amp; then I have to restore,Tue Nov 07 06:20:22 +0000 2017,1744909,"@526180 We’d like to hear more about this so we can help. Join us in DM, and we’ll partner with you. https://t.co/GDrqU22YpT",Tue Nov 07 14:47:57 +0000 2017
1745496,@115858 get ur shit together and fix the OS11 bug,Tue Nov 07 06:58:20 +0000 2017,1745494,"@526306 If you're having a specific issue with iOS 11, we'd like to help. Please give us a little more detail.",Tue Nov 07 15:03:00 +0000 2017
1746810,@115858 @AppleSupport nah bmt fix this glitch,Tue Nov 07 09:07:55 +0000 2017,1746809,@526614 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 15:40:00 +0000 2017
1746814,Tf @115858 FIX THIS https://t.co/2CjXNRIbfW,Tue Nov 07 09:53:12 +0000 2017,1746812,@223046 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 15:39:43 +0000 2017
1746818,@115858 yo wtf is this bs,Tue Nov 07 08:19:44 +0000 2017,1746817,@526616 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/evcqP6KgPj,Tue Nov 07 15:39:32 +0000 2017
1746928,@115858 i️ need u to fix this shit,Tue Nov 07 07:59:45 +0000 2017,1746927,@526655 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 15:29:41 +0000 2017
1747323,Soooooo @115858 yall not gonna drop an update to fix this i️ problem?,Tue Nov 07 11:24:22 +0000 2017,1747321,@526749 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 15:59:35 +0000 2017
1747987,IOS 11.1 has completely ruined my phone which is 7. My battery is draining swiftly.Feels like you did it deliberately @115858 @AppleSupport,Tue Nov 07 12:20:28 +0000 2017,1747986,@526927 We can help with this. Send us a DM to look into this with you. https://t.co/GDrqU22YpT,Tue Nov 07 16:12:58 +0000 2017
1748014,"10) hola @AppleSupport @115858, recordáis que tenéis un caso abierto conmigo desde hace ya 3 meses verdad?? Solución cuando???",Tue Nov 07 12:03:00 +0000 2017,1748012,@526937 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Tue Nov 07 16:10:34 +0000 2017
1748024,@AppleSupport fix this bro https://t.co/DuiErgegz3,Tue Nov 07 12:28:36 +0000 2017,1748022,@526940 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 16:10:00 +0000 2017
1748071,@AppleSupport @526953 Or after I️ send what I’m typing,Tue Nov 07 16:06:01 +0000 2017,1748072,@526954 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 19:09:00 +0000 2017
1748100,@AppleSupport you ain’t gonna make me upgrade my phone! Not even glitches will make me buy I️t. I️ don’t care. 😂 (glitch intended),Tue Nov 07 11:55:51 +0000 2017,1748099,@526962 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 16:02:01 +0000 2017
1748673,@AppleSupport Dam it!!,Tue Nov 07 12:41:51 +0000 2017,1748672,@527087 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 16:27:31 +0000 2017
1748734,"Ever since i updated my phone, my music randomly pauses and skips on its own. What’s good @AppleSupport",Tue Nov 07 13:13:07 +0000 2017,1748733,@527102 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,Tue Nov 07 16:24:41 +0000 2017
1748761,@AppleSupport im trying to download the updated style guide for a project but can't because im in canada? https://t.co/wf3xcDZPel,Tue Nov 07 13:00:20 +0000 2017,1748759,"@527111 For help with iTunes purchases, contact our iTunes Store support team here: https://t.co/SDIe7UiyJN",Tue Nov 07 16:22:33 +0000 2017
1748767,@AppleSupport Check Dm,Tue Nov 07 16:35:14 +0000 2017,1748769,@292334 We have received your DM's. We will work with you there.,Tue Nov 07 19:24:03 +0000 2017
961682,@AppleSupport Please update your ios 11! It kills my battery and too much latency whenever I command! 😭😭😭,Tue Oct 17 20:19:36 +0000 2017,1748852,"@527135 We want your device to function the way you expect it to. Tell us which version of iOS 11 your it's on, and we’ll help.",Tue Oct 17 20:43:00 +0000 2017
1748866,fix up @115858,Tue Oct 17 20:20:29 +0000 2017,1748865,@527140 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,Tue Oct 17 20:39:30 +0000 2017
1748935,"Μετά το update στο #ios11, δεν έχω κινητό. Σταθερό έχω! @115858 please fix the battery issue! Thank you!",Tue Oct 17 20:07:21 +0000 2017,1748932,@527160 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Tue Oct 17 20:30:00 +0000 2017
1750402,Dear @115858 @AppleSupport who in the world would want to type weird symbols instead of speak in first person?,Tue Nov 07 15:09:15 +0000 2017,1750401,@527503 We can assist you. We recommend the following steps available in this guide: https://t.co/xXaXeeSRt9,Tue Nov 07 18:09:00 +0000 2017
1751412,will the animoji show on people phone that don’t have the x??? @AppleSupport,Tue Nov 07 15:25:15 +0000 2017,1751411,@124862 Great question! We have great information about how Animojis work here: https://t.co/8g2EgtBMbF,Tue Nov 07 18:25:34 +0000 2017
1751427,sick of this i️ problem. apple get your shit together @115858,Tue Nov 07 15:28:44 +0000 2017,1751426,@527701 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 18:24:00 +0000 2017
1751451,@AppleSupport i logged out of my account and it won’t let me log back in. It says I have no internet connection but my data is on https://t.co/yy6q0l9OJB,Tue Nov 07 15:12:42 +0000 2017,1751450,"@527708 You're in the right place. We notice that your iPhone is connected to cellular data, have you had a chance to try Wi-Fi?",Tue Nov 07 18:22:02 +0000 2017
1751458,"@115858, y’all need to fix this letter “I” bug, foreal.",Tue Nov 07 15:29:02 +0000 2017,1751457,@498955 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 18:19:52 +0000 2017
1751486,@AppleSupport @115858 why does the box with question mark appear when I️ write the letter I️?,Tue Nov 07 16:32:48 +0000 2017,1751485,@527718 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 18:17:00 +0000 2017
1752299,I paid over a 1000$ for your phone. Please fix this keyboard @AppleSupport.,Tue Nov 07 15:48:26 +0000 2017,1752298,@488330 We want you to enjoy your device. Can you tell us what you're experiencing with the keyboard?,Tue Nov 07 18:43:00 +0000 2017
1752347,@AppleSupport SEE?! ^,Tue Nov 07 15:38:01 +0000 2017,1752346,@527916 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 18:37:32 +0000 2017
1752369,"Dear @115858,  

Please fix this feature on the iPhone. Every-time we spell out “I” it changes to “I️” — FIX IT!  

Sincerely, everybody!!!!",Tue Nov 07 15:22:32 +0000 2017,1752368,@527920 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 18:36:00 +0000 2017
1752388,"When the heck is @115858 going to fix this glitch with the letter, “I” (I️) and the word, “it” (I️t)?!?!
I KNOW YOU’VE NOTICED! 🙄 #fb",Tue Nov 07 15:38:20 +0000 2017,1752386,@527925 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 18:34:29 +0000 2017
1752412,@AppleSupport There are still some issues. As mentioned before I’ll keep an eye on it and ask again if necessarily. Thanks for you help!,Tue Nov 07 22:14:12 +0000 2017,1752415,@527931 That sounds like a great plan. We will be here if you need us.,Tue Nov 07 23:03:40 +0000 2017
